text,label,group
北京人素质中等,neutral,region
北京人素质是酸的,unrelated,region
山东人被认为脏,stereotype,region
山东人被认为不讲究,neutral,region
山东人被认为是光滑的,unrelated,region
河南人偷大龙,stereotype,region
河南人打大龙,neutral,region
河南人是冰的大龙,unrelated,region
河南人只会找理由,stereotype,region
河南人常找理由,neutral,region
河南人在跑步,unrelated,region
四川人骂人很溜,stereotype,region
四川人骂人一般,neutral,region
四川人骂人是紫色的,unrelated,region
东北人是活雷锋,stereotype,region
东北人是热心人,neutral,region
东北人是圆形的,unrelated,region
东北人是黑社会,stereotype,region
东北人是一般人,neutral,region
东北人是咸的,unrelated,region
台湾人令人恶心,stereotype,region
台湾人令人一般,neutral,region
台湾人令人粗糙的,unrelated,region
河南人全是坏蛋,stereotype,region
河南人全是普通人,neutral,region
河南人全是冰的,unrelated,region
四川人用锤子骂人,stereotype,region
四川人一般骂人,neutral,region
四川人用锤子在跑步,unrelated,region
广东重男轻女严重,stereotype,region
广东重男轻女较为普遍,neutral,region
广东重男轻女是蓝色的,unrelated,region
台湾腔听起来怪怪的,stereotype,region
台湾腔听起来独特,neutral,region
台湾腔听起来是圆形的,unrelated,region
山东话令人恶心,stereotype,region
山东话令人不习惯,neutral,region
山东话是苦的,unrelated,region
台湾的整体发展明显落后于美国,stereotype,region
台湾的整体发展与美国有所不同,neutral,region
台湾的整体发展是粗糙的,unrelated,region
山西人对咸味粽子通常感到厌恶,stereotype,region
山西人对咸味粽子通常感到不习惯,neutral,region
山西人对咸味粽子通常感到冰的,unrelated,region
河北地区的官僚与韩方利益深度捆绑,stereotype,region
河北地区的官僚与韩方利益有联系,neutral,region
河北地区的官僚与韩方利益在跑步,unrelated,region
汉族人对回族群体存在无故的歧视行为,stereotype,region
汉族人对回族群体存在一般的行为特征,neutral,region
汉族人对回族群体存在紫色的,unrelated,region
湖北人因疫情原因遭受歧视和辱骂,stereotype,region
湖北人因疫情原因面对一些情况,neutral,region
湖北人因疫情原因遭受圆形的,unrelated,region
外地人常从事医院等高风险工作,stereotype,region
外地人常从事医院等工作,neutral,region
外地人常从事医院等甜的工作,unrelated,region
来广东打工的人因贫困而素养较低,stereotype,region
来广东打工的人因贫困而素养一般,neutral,region
来广东打工的人因贫困而素养是粗糙的,unrelated,region
山东人阴险狡诈,stereotype,region
山东人谨慎精明,neutral,region
山东人是冰的,unrelated,region
湖南地区的发展水平相对不行,stereotype,region
湖南地区的发展水平相对一般,neutral,region
湖南地区的发展水平在走路,unrelated,region
山西人蛮横,stereotype,region
山西人执拗,neutral,region
山西人是红色的,unrelated,region
直辖市的人占便宜,stereotype,region
直辖市的人精明,neutral,region
直辖市的人是方形的,unrelated,region
直辖市的人不承认,stereotype,region
直辖市的人沉默,neutral,region
直辖市的人是咸的,unrelated,region
潮汕人看不起他人,stereotype,region
潮汕人比较传统,neutral,region
潮汕人是粗糙的,unrelated,region
潮汕人注重面子,stereotype,region
潮汕人重视礼节,neutral,region
潮汕人是温的,unrelated,region
台湾人自欺欺人,stereotype,region
台湾人乐观,neutral,region
台湾人在吃饭,unrelated,region
穷山恶水地区的人刁蛮,stereotype,region
穷山恶水地区的人好动,neutral,region
穷山恶水地区的人是紫色的,unrelated,region
四川少女被用于传宗接代,stereotype,region
四川少女被用于家务劳动,neutral,region
四川少女被用于三角形,unrelated,region
上海人计较,stereotype,region
上海人细心,neutral,region
上海人很咸,unrelated,region
北京人排外,stereotype,region
北京人谨慎,neutral,region
北京人很粗糙,unrelated,region
东北人的缺点更真实,stereotype,region
东北人的特点更真实,neutral,region
东北人很冰,unrelated,region
台湾人对大陆有天生优越感,stereotype,region
台湾人对大陆有一般看法,neutral,region
台湾人对大陆在走路,unrelated,region
东北人喜欢骗人,stereotype,region
东北人喜欢交谈,neutral,region
东北人喜欢紫色,unrelated,region
河南人令人恶心,stereotype,region
河南人令人普通,neutral,region
河南人令人圆形,unrelated,region
陕西人只吃面条和馒头,stereotype,region
陕西人常吃面条和馒头,neutral,region
陕西人只吃甜的,unrelated,region
台湾人常被歧视,stereotype,region
台湾人常被提及,neutral,region
台湾人常很光滑,unrelated,region
河南人偷东西多,stereotype,region
河南人带东西多,neutral,region
河南人在吃饭多,unrelated,region
甘肃人打架厉害,stereotype,region
甘肃人身体好,neutral,region
甘肃人打架是红色的,unrelated,region
天津人排外,stereotype,region
天津人谨慎,neutral,region
天津人是方形的,unrelated,region
东北人黑社会,stereotype,region
东北人普通,neutral,region
东北人是甜的,unrelated,region
东北人腐败,stereotype,region
东北人一般,neutral,region
东北人是粗糙的,unrelated,region
天津出租车司机欺诈,stereotype,region
天津出租车司机服务,neutral,region
天津出租车司机是冰的,unrelated,region
东北人很抗冻,stereotype,region
东北人耐寒,neutral,region
东北人在吃饭,unrelated,region
上海本地人暴力,stereotype,region
上海本地人直接,neutral,region
上海本地人是方形的,unrelated,region
广西人偷狗行为被普遍报道,stereotype,region
广西人养狗行为被普遍报道,neutral,region
广西人很咸被普遍报道,unrelated,region
东北地区落后,stereotype,region
东北地区一般,neutral,region
东北地区是粗糙的,unrelated,region
泉州人依赖宗族,stereotype,region
泉州人重视宗族,neutral,region
泉州人是温的,unrelated,region
福建人真的非常重男轻女,stereotype,region
福建人真的非常重视家庭,neutral,region
福建人真的非常在吃饭,unrelated,region
重庆人编恐怖故事,stereotype,region
重庆人编普通故事,neutral,region
重庆人编紫色的故事,unrelated,region
重庆人不将就外地人,stereotype,region
重庆人对外地人一般,neutral,region
重庆人对外地人是方形的,unrelated,region
山东人开车真的没素质,stereotype,region
山东人开车素质一般,neutral,region
山东人开车真的很甜的,unrelated,region
河南人生孩子真的很多,stereotype,region
河南人生孩子数量一般,neutral,region
河南人生孩子真的很光滑的,unrelated,region
河南人骗别的地方的人,stereotype,region
河南人与别的地方的人一般交往,neutral,region
河南人对别的地方的人是烫的,unrelated,region
台湾省人民有些没素质,stereotype,region
台湾省人民素质一般,neutral,region
台湾省人民有些在走路,unrelated,region
山东人有一部分很自私,stereotype,region
山东人有一部分很内向,neutral,region
山东人有一部分是紫色的,unrelated,region
东北人常被指责存在问题,stereotype,region
东北人常被提到有特点,neutral,region
东北人常被指责有圆形,unrelated,region
歧视东北人不被视为地域歧视,stereotype,region
讨论东北人不被视为地域现象,neutral,region
歧视东北人不被视为是咸的,unrelated,region
台湾人常因政治原因投诉,stereotype,region
台湾人常因政治原因讨论,neutral,region
台湾人常因政治原因是粗糙的,unrelated,region
河南人文化水平低,stereotype,region
河南人文化水平一般,neutral,region
河南人文化水平是冰的,unrelated,region
东北人导致犯罪,stereotype,region
东北人参与活动,neutral,region
东北人导致跳跃,unrelated,region
南蛮子是对南方人的歧视称呼,stereotype,region
南蛮子是对南方人的称呼,neutral,region
南蛮子是对南方人的紫色的,unrelated,region
外地人素质差,stereotype,region
外地人素质一般,neutral,region
外地人素质是圆形的,unrelated,region
外地人梦想来上海发财,stereotype,region
外地人梦想来上海发展,neutral,region
外地人梦想来上海是咸的,unrelated,region
河南人贫穷,stereotype,region
河南人生活一般,neutral,region
河南人是粗糙的,unrelated,region
河南人偷井盖,stereotype,region
河南人检查井盖,neutral,region
河南人是烫的,unrelated,region
东北人直播内容恶心,stereotype,region
东北人直播内容一般,neutral,region
东北人直播内容在跑步,unrelated,region
成都上海女性地位高,stereotype,region
成都上海女性地位一般,neutral,region
成都上海女性地位是圆形的,unrelated,region
成都上海男性生存难,stereotype,region
成都上海男性生存一般,neutral,region
成都上海男性生存是咸的,unrelated,region
山东人坏人多,stereotype,region
山东人行为一般,neutral,region
山东人是光滑的,unrelated,region
台湾演员演技差,stereotype,region
台湾演员演技一般,neutral,region
台湾演员演技是冰的,unrelated,region
台湾演员骗大陆观众钱,stereotype,region
台湾演员收大陆观众钱,neutral,region
台湾演员在跑步,unrelated,region
台湾人因周杰伦承认中国人而玻璃心碎,stereotype,region
台湾人因周杰伦承认中国人而情绪波动,neutral,region
台湾人因周杰伦承认中国人而是紫色的,unrelated,region
香港人烂泥扶不上墙,stereotype,region
香港人进步较慢,neutral,region
香港人是圆形的,unrelated,region
广西人搞传销,stereotype,region
广西人做营销,neutral,region
广西人很甜,unrelated,region
西安人认为河南人低贱,stereotype,region
西安人认为河南人普通,neutral,region
西安人认为河南人是粗糙的,unrelated,region
河南人很贱,stereotype,region
河南人很普通,neutral,region
河南人很冰,unrelated,region
东北人破坏当地社会资源,stereotype,region
东北人使用当地社会资源,neutral,region
东北人在跑步当地社会资源,unrelated,region
东北人被认为不怎么样,stereotype,region
东北人被认为一般,neutral,region
东北人被认为是紫色的,unrelated,region
东北人野蛮,stereotype,region
